text,date,gold_label_list,,,
⚡️ “The Three Paths to Welcoming the Lord Jesus�?Return�?You are welcome to join our whatsapp group for discussion. {URL} {URL} #GodsWord #truth #WorshipGod #DailyDevotional @user @user @user {URL},2020-4-19,[0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
Igor Moiseyev Ballet. Suite Greek dance «Sirtaki» {URL} via @YouTube HAPPY GREEK EASTER,2020-4-19,[1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"I just reposted the podcast with the full VIDEO expansion.  See the RUSH crew chat about the Giants. Video is new for us, if the feedback is good we will keep it.  We will be back in the lab tomorrow night recording a new episode. @user @user @user ",2020-4-19,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0],,,
Metric Time and Non-Metric Time: The Speed of Light.   An @user essay. Forgot to put the URL.  Here it is: {URL} The full essay.,2020-4-19,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],,,
Did you miss @user on #cnbc Squawk Box? Click here for the full length interview! ( {URL} ),2020-4-19,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
‘Jaws�?45th Anniversary 4K Ultra HD: Sink Your Teeth Into the Full Details! : @JDfromNY {URL},2020-4-19,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
"John Krasinski hosted a virtual prom for the class of 2020 with special guests @user , @billie_eilish and more {URL} ",2020-4-19,[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
Hit and Run is on @Netflix Hell yea! @Kristen_Bell I have my Sunday Quarantine plans now!,2020-4-19,[0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
Watching Hesh B2B B&B got me Reminiscing on Lost Lands with my homies:(( @user @user @user @user,2020-4-19,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
Everyone I know has their stimulus money but me. They all dutifully pay too much in every year so the IRS can hold their money for them. It seems that people that don’t overpay are getting the shaft because all we get is #PaymentStatusNotAvailable FU @IRSnews,2020-4-20,[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Our President joined @user on #OpenSource to share PR strategy & #BPRSNY pro tips.   “PR people have to know & understand digital & Digital Strategists need to understand PR. You should be in lockstep.�?- @user Hear the full interview: {URL},2020-4-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"DJ Khaled - Higher ft. Nipsey Hussle, John Legend {URL} via @user #blacktwitter #afrotech #blackbusiness #blackintech #blackisbeautiful #BlackFamily #BlackConnections #recycleblackmoney",2020-4-21,[0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0],,,
"The front that brought some overnight rain is out, and the coolest air out of the next seven days is moving into Indiana. Check with @Chuck_Lofton on #13Sunrise for the full forecast. {URL} ",2020-4-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
#KaporPortolio company @Thrive_Market announced that their CEO will be donating his salary for the remainder of 2020 to the Thrive Market COVID-19 Relief Fund—to ensure that every deserving family who applies for a grant can become a recipient #KaporCapital {URL},2020-4-21,[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Yea next time check the lyrics thoroughly before recording please.. @TREASURE_MAKER @YG_FAMILY,2020-4-22,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
These are hard times for everyone including for students who are in the midst of a school year that s anything but traditional. Details this morning on what the rest of the school year and next school year could look like. @WKYC_3News {URL},2020-4-22,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1],,,
"At 12pm, hear from Dr. Myra Rutland @user , a NCC board-certified Family Nurse Practitioner, will discuss the topic  Why HIV is no longer a death sentence.  Watch the full video and add comments via Facebook: Urban League of Philadelphia #health #equity #disparities",2020-4-22,[0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0],,,
"Red Hot @Red_Hot_ChiliPeppers , Patti Smith and more are set to participate in the #PathwayToParis Earth Day livestream concert. See the full lineup below! {URL} ",2020-4-23,[0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0],,,
Silicon Controlled Rectifier (SCR) schematic diagram and symbolic representation...  You can join our family  @user 1️⃣ Share with your friends. 2️⃣Join our #LearnEEE family  @user 3️⃣Visit our�?{URL},2020-4-24,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0],,,
"ICYMI: @user held a livestream for Earth Day yesterday. Margaret joined the livestream to talk about the compressor station fight.  Watch the full event on Youtube below. Thank you, @user for organizing this event and for sharing our story! {URL} ",2020-4-24,[0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0],,,
"RESPECTED GOVERNEMT OF INDIA, Its now near to 40 days we are struggling to live on very limited resources and purchasing food by lending money from other malaysians. Please help us to join our family. Rescue us and arrange flights for us @PMO_India @Narendra_Modi Ji, @Hardeep_Singh_Puri ",2020-4-24,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
“Warning! You have violated the rules!�? Reminds me of Skyrim’s “STOP! YOU HAVE VIOLATED THE LAW�? Only fellow staff members from @user will understand the first quote and what the full version of it is~,2020-4-24,[0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0],,,
Join our fundraising campaign for the orphans of the Hochhauser family in Stamford Hill {URL} via @user,2020-4-24,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Random Access Memory (RAM)   You can join our family  @user 1️⃣ Share with your friends. 2️⃣Join our #LearnEEE family  @user 3️⃣Visit our Website {URL} 4️⃣Visit our Youtube channel�?{URL},2020-4-25,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],,,
"R1-3 easy A+ @Dallas_Cowboys . But, as a longhorn, can we draft someone from another school for the remainder of the draft? Thanks and #Hook’em",2020-4-25,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0],,,
Episode 11 - Sword Money is out! In this one we meet the coolest barkeep ever and honestly Patrick can we keep her?! Can she join our party and be our friend and teach us to be cool?!?! @user {URL},2020-4-25,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Listening to the full @Metallica Slane Castle gig from last year while bbq n and having a few beers. What a gig! What memories! #MetallicaFamily,2020-4-25,[0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0],,,
NinerAlert: Tornado Warning - Main Campus - Seek Shelter Now! @UNC_Charlotte Tornado Warning issued April 25 at 9:53PM EDT until April 25 at 10:30PM EDT by NWS Greenville-Spartanburg SC,2020-4-26,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Congrats to @user for signing with the @Miami_Dolphins Your Hard work and Great attitude will pay off for you! So excited for you and your family! #mck #chicago #NFL,2020-4-26,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0],,,
Thou o Lord by Man O War Choir {URL} via @YouTube There s a me in this choir and I miss being with my choir family!   If you see me comment below!,2020-4-26,[0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0],,,
"Death-Dead: Obituary, Cause of Death :Our thoughts and prayers are with the family, friends and colleagues of @user Police Officer Gary Walker: PBA delegate, firefighter and 20 year veteran. May God grant him eternal�?{URL} ",2020-4-26,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
The latest Tampa Bay Tweets! {URL} Thanks to @user,2020-4-26,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0],,,
"The 10 that received warning letters are @dTERRA_Essential_Oils_USA , #PruvitVentures, @user , #tranont, #Modere, @user , #Arbonne #IDLife, #ItWorksMarketing, @Rodan_Fields_HQ and  #Zurvita. You can read more in the FTC s press release. {URL} ",2020-4-26,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"I work for the Mintz family/ @user . I’m not only grateful to be working, but working for a company that can completely retool and manufacture face shields for those in need. Plus they helped bring us an evening of “normalcy�?by sponsoring tonight’s races. ... Thank you!",2020-4-26,[0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
I love these zoom sessions with my family! @user #drinkanddrown,2020-4-26,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
Deepest sympathies are extended to the @South_Australia_Police team and family of Det Supt Shanahan at this time.  RIP and thankyou for your service.,2020-4-26,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Ranking The Family Feud Hosts {URL} via @YouTube @ABC #saturdaynight,2020-4-26,[0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
"A friend lost his sister 2 days ago, devastated and in tears, also lost 2 other family members earlier in the year, and it s just April 2020.  He manages to drive from his house to see his late sisters husband in the lockdown @SEGA_L_veilleur @RUGGEDMAN A Thread",2020-4-26,[0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0],,,
"#Girlz (Marathi) is about 3 girls from different family background makes friends on their solo trip to Goa. Saw on @amazon_prime_video_IN  A refreshingly enjoyable film & good cinematography. A mix of fun,frolic and values nicely woven into the script.   Few things impractical Music",2020-4-26,[1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0],,,
#Delhi returnee tests negative but three family members positive for #coronavirus in #Srikakulam of #AndhraPradesh {URL} via @The_New_Indian_Express #AndhraFightsCorona #COVID19 #AndhraPradesh,2020-4-26,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Working from Home? 3 Tips from @YouVersion for Balancing Work & Family {URL},2020-4-26,[0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],,,
"#MUSTREAD “a delight to read�?Love, family, romance, and magic!�?Old and New by @user {URL} {URL} ",2020-4-26,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],,,
Save Mother Nature Save world !!  Don t interfere matter of nature!  Also requesting close wuhan seafood market permanently @World_Health_Organization_WHO @WTO @United_Nations @user @CIA It s 3rd time where virus killing from #wuhanmarket  Sufferings only humanity from this viruses!!,2020-4-26,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Ministry of Health and Family Welfare: Shortage of #Blood Sign the Petition! {URL} via @Change_org_India {URL} {URL} {URL},2020-4-26,[0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0],,,
"Family Puts Up  Jurisdiction Of The Ministry Of Silly Walks  Sign In Front Of Their House, Films 30 Silly Walks By Passersby #sillywalks @John_Cleese {URL} ",2020-4-26,[0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
S/O @DWade and Family 2020 Spades Championship live on @ESPN_Stats_Info Hosted by @user Who’s the greatest of all time proven right here right now . @WWE can y’all design some Championship belts for the winners .,2020-4-26,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
"Excellent message this morning by our visionary Pastor, Ps @user we need to put feet to our prayers. Let’s be the hands & feet of God family. We are going over & not under in Jesus name!  Thank you Ps�?{URL} ",2020-4-26,[0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0],,,
Excellent customer service from @user . Emails answered promptly. Dates rearranged. Now looking forward to a holiday with all the family. Thank you.,2020-4-26,[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
Watching the finale of @Sky_Arts Portrait artist of the year & had an epiphany; I procrastinate far too much over going out to see live music.  God help my family when all this is over - I ll be wholly more steadfast in my negotiations...  (Debate over Eurythmics @user !),2020-4-26,[1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
" #RSMLive #COVID19 Series 8️⃣ @NHS_Nightingale_London an agile response to the pandemic  �?Professor Charles Knight @user �?Chaired by our President-Elect, Professor Roger Kirby @user ⭐️ Free �?28 Apr  #RSMLive  Register your free place  {URL} ",2020-4-26,[0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0],,,
"Sir,we belong to Gwalior,father is Defence Personnel posted in Mumbai, mother and younger brother are stuck in Delhi during lockdown,mailed DCP Delhi,didnt hear back, looking for an e-pass so that family could return back home #URlasthopetoreturn @Jyotiraditya_M_Scindia ",2020-4-26,[0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"The  underwater  #peckingorder games, on @Crossy_Road is still mightily unfair. Unlike the ground games, with train crossing signals giving you SOME warning,  in the wet games it really just is luck, if you get anywhere. #crossyroad",2020-4-26,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0],,,
I want to say a huge thankyou to our @user familyI have received lots of uplifting personal messages from colleagues&staff across the HB over recent weeks that have really kept me going❤You are all absolutely amazing thank you so much for everything you are doing,2020-4-26,[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
⚠️ Warning sign for South African rugby as centre @user has reportedly opted to terminate his contract with @Official_Blue_Bulls . {URL},2020-4-26,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
#PastorKumuyiSaid    Everything God has ordained for you in your family will be realized in Jesus name.Amen @Deeper_Life_Bible_Church @Pastor_William_F_Kumuyi,2020-4-26,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
"Dear RailMinister Mr.Piyush Goyal And Ministry Of Railway. Sir we all apprentice are double skilled. And at this serious time, you should give an opportunity to us to serve our Rail And Nation. Rail is our family. #सेवा_का_मौका_दे @Piyush_Goyal @Radha_Mohan_Singh @user @ANI ",2020-4-26,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"#PastorKumuyiSaid    Everything God has ordained for your family would be realised. Prosperity, love and goodness. @Deeper_Life_Bible_Church @Pastor_William_F_Kumuyi ",2020-4-26,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
Apple Confirms New Warning Affecting Almost All iPhone Users - {URL} via @Shareaholic,2020-4-26,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],,,
Close out your day in the best way possible...with virtual fireworks! | ... {URL} via @YouTube - Watched the magic kingdom fireworks display with the family tonight and felt the need to go back. Aiming to take the family back when boys are teens #ilovedisney ❤️,2020-4-26,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0],,,
Navy Leaders Recommend Reinstating Roosevelt Captain Fired Over Virus Warning - The New York Times {URL} by @helene_cooper via @user,2020-4-26,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"Hard Times {URL} via @YouTube Omnia homini, dum vivit, speranda sunt",2020-4-26,[0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0],,,
Romeo save me I ve been feeling so alone I keep waiting for you but you never come Is this in my head? I don t know what to think He knelt to the ground and pulled out a ring @Donny pede ka bang kaRomeo?,2020-4-26,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],,,
"Tune in now for @user  s LIVE Legends Family Fitness Show   Help support families & children when they need it most, and drive research into non-smoking lung cancers  Donate here ➡️ {URL} #RSF26challenge #twopointsixchallenge",2020-4-26,[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0],,,
Join us this morning at 9:30am for our online worship experience @user ! I promise the Lord has given me a word just for you!!! #UFC #Family  {URL},2020-4-26,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],,,
Family Game Night! Enter to Win the Name 5 Game  from @user on @user Blog Ends 5-12 #Giveaway #ad // {URL},2020-4-26,[0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0],,,
12 people died due to #Lightning @Nitish_Kumar announced to give four lakh to the family of the dead.,2020-4-26,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Conservative activist family behind  grassroots  anti-quarantine Facebook events - Democratic Underground {URL} via @user,2020-4-26,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0],,,
"Kindly let us leave and work in other countries, because we desire to help our FAMILY.  We know there is a lack of nurses here in Philippines. Hire those unemployed nurses and let those with employers go #POEAfollowIATF Please help us Sir @Teddy_Locsin_Jr {URL} ",2020-4-26,[0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0],,,
#SanghKiBaat act without fear and anger.  It s for all 130 crore Indians who are part of our family: Mohanji @RSS,2020-4-26,[0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
The latest The Family Adventure Project! {URL} Thanks to @user #travel #mortgage,2020-4-26,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0],,,
"Respected sir, @Anjani_Kumar_IPS_Stay_Home_Stay_Safe I am Mrs.Ranjana, a resident of Chennai. I came to Hyd for a medical treatment on 02.03.20.Since then till today I am unable to go back to my family due to lockdown. I have 2 small kids & a helpless husband who need me now.Pls help me reach my family.",2020-4-26,[0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0],,,
Vote for your 2020 Rising Star winner! {URL} Rugby League Family can you take time to vote for @Ryan_Boyle please,2020-4-26,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
"Update on the pasta on the wall...I mean the vrc family tree.  Marui’s children: PharoZar, FireZone,BlueNovaDragon @user , ForbiddenPharo @user ,Miroma  1/�?,2020-04-26,[1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
Chinese human rights defender Wang Quanzhang says he cut all emotional ties with his family so he could survive in prison {URL} via @South_China_Morning_Post #china #HumanRights,2020-04-26,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
I am deeply saddened by the news of the passing on of my dear friend @user I am honored and blessed to have known and worked with Paul. He was truly a blessing in my life & I will dearly miss him.   My most sincere condolences to his Family and friends.,2020-04-26,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
Opposites attract but trying to push two positives or two negative ends together—or in your case", two mind readers—doesn t work. Pain is a warning," a way to protect yourself�?A #bookbubble @user {URL} #ya #teens #amreading""",2020-4-26,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1],
"BuzzFeed News: The warning comes as some governments consider “immunity passports�?for people who have recovered from the coronavirus, allowing them to travel or return to work.. {URL} via @Google_News ",2020-4-26,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0],,,
Check out American Trivia Family Edition Board Game #OUTSET {URL} via @user,2020-4-26,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],,,
"Deepest condolences to the Lowe family at this challenging time.    “�?a true man for all seasons ... and a firm but fair Speaker of the House,�?said @Premier_David_Burt , JP, MP  today after learning of the passing of former Speaker Mr. Stanley Lowe. {URL} ",2020-4-26,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"#ldc2018joining  Honorable @ ashokgehlot51 ji 11000 youth, their parents, their family relatives are all waiting for your order when they will get the appointment? You understand the pain of unemployed also as a sensitive Chief Minister. @Ashok_Gehlot @Sachin_Pilot @CMO_Rajasthan ",2020-4-26,[0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
